word1,word2,count,database_id,keyge1_id,keyge2_id,dataset_id,cword
19q13,chain,1,15,,,9,9-645
19q13,chromosome,3,15,,,9,9-646
19q13,cl:37983,1,15,,,9,9-647
19q13,cl:37984,1,15,,,9,9-648
19q13,cl:37985,1,15,,,9,9-649
19q13,d,1,15,,,9,9-650
19q13,deletion,3,15,,,9,9-651
19q13,fam25,2,15,,,9,9-652
19q13,fel,1,15,,,9,9-653
19q13,i-b,1,15,,,9,9-654
19q13,incl,3,15,,,9,9-655
19q13,mixed,1,15,,,9,9-656
19q13,mostly,2,15,,,9,9-657
19q13,syndrome,3,15,,,9,9-658
19q13,uncharacterized,2,15,,,9,9-659
1a,1b,3,15,,,9,9-660
1a,1c,2,15,,,9,9-661
1a,agnosia,1,15,,,9,9-662
1a,ankyrin,1,15,,,9,9-663
1a,auditory,1,15,,,9,9-664
1a,blindness,1,15,,,9,9-665
1a,cl:11342,1,15,,,9,9-666
1a,cl:24926,1,15,,,9,9-667
1a,cl:8589,1,15,,,9,9-668
1a,cl:8592,1,15,,,9,9-669
1a,congenital,1,15,,,9,9-670
1a,death,1,15,,,9,9-671
1a,denn,2,15,,,9,9-672
1a,domain-containing,3,15,,,9,9-673
1a,incl,2,15,,,9,9-674
1a,mixed,2,15,,,9,9-675
1a,night,1,15,,,9,9-676
1a,protein,3,15,,,9,9-677
1a,rab35,1,15,,,9,9-678
1a,rabgaps,1,15,,,9,9-679
1a,repeat,1,15,,,9,9-680
1a,stationary,1,15,,,9,9-681
1a,tbc,1,15,,,9,9-682
1b,1c,2,15,,,9,9-683
1b,activity,1,15,,,9,9-684
1b,acylpyruvate,1,15,,,9,9-685
1b,arthrogryposis,1,15,,,9,9-686
1b,blindness,2,15,,,9,9-687
1b,cl:24924,1,15,,,9,9-688
1b,cl:24926,1,15,,,9,9-689
1b,cl:32732,1,15,,,9,9-690
1b,cl:8589,1,15,,,9,9-691
1b,cl:8592,1,15,,,9,9-692
1b,congenital,2,15,,,9,9-693
1b,denn,2,15,,,9,9-694
1b,distal,1,15,,,9,9-695
1b,domain-containing,2,15,,,9,9-696
1b,homeobox,1,15,,,9,9-697
1b,hydrolase,1,15,,,9,9-698
1b,incl,3,15,,,9,9-699
1b,mixed,2,15,,,9,9-700
1b,mostly,1,15,,,9,9-701
1b,night,2,15,,,9,9-702
1b,protein,3,15,,,9,9-703
1b,rab35,1,15,,,9,9-704
1b,rabgaps,1,15,,,9,9-705
1b,sebox,1,15,,,9,9-706
1b,stationary,2,15,,,9,9-707
1b,tbc,1,15,,,9,9-708
1b,type,1,15,,,9,9-709
1b,uncharacterized,1,15,,,9,9-710
1c,b2,1,15,,,9,9-711
1c,charcot-marie-tooth,1,15,,,9,9-712
1c,cl:36458,1,15,,,9,9-713
1c,cl:8589,1,15,,,9,9-714
1c,cl:8592,1,15,,,9,9-715
1c,cl:9734,1,15,,,9,9-716
1c,denn,2,15,,,9,9-717
1c,disease,1,15,,,9,9-718
1c,domain-containing,2,15,,,9,9-719
1c,high,1,15,,,9,9-720
1c,incl,2,15,,,9,9-721
1c,keratin,1,15,,,9,9-722
1c,member,1,15,,,9,9-723
1c,mixed,2,15,,,9,9-724
1c,protein,3,15,,,9,9-725
1c,rab35,1,15,,,9,9-726
1c,rabgaps,1,15,,,9,9-727
1c,secretoglobin,1,15,,,9,9-728
1c,sulfur,1,15,,,9,9-729
1c,tbc,1,15,,,9,9-730
1c,type,1,15,,,9,9-731
1q21,chromosome,2,15,,,9,9-732
1q21,cl:37903,1,15,,,9,9-733
1q21,cl:37932,1,15,,,9,9-734
1q21,deletion,2,15,,,9,9-735
1q21,gtpase-activating,1,15,,,9,9-736
1q21,incl,1,15,,,9,9-737
1q21,mixed,1,15,,,9,9-738
1q21,protein,1,15,,,9,9-739
1q21,rho,1,15,,,9,9-740
1q21,slit-robo,1,15,,,9,9-741
1q21,syndrome,2,15,,,9,9-742
1t,cardiomyopathy,3,15,,,9,9-743
1t,cl:32364,1,15,,,9,9-744
1t,cl:32366,1,15,,,9,9-745
1t,cl:32369,1,15,,,9,9-746
1t,dilated,3,15,,,9,9-747
1t,incl,2,15,,,9,9-748
1t,mixed,2,15,,,9,9-749
1t,protein,3,15,,,9,9-750
1t,rims-binding,3,15,,,9,9-751
2-5-oligoadenylate,activity,1,15,,,9,9-752
2-5-oligoadenylate,cl:19399,1,15,,,9,9-753
2-5-oligoadenylate,epidemica,1,15,,,9,9-754
2-5-oligoadenylate,incl,1,15,,,9,9-755
2-5-oligoadenylate,mixed,1,15,,,9,9-756
2-5-oligoadenylate,nephropathia,1,15,,,9,9-757
2-5-oligoadenylate,synthetase,1,15,,,9,9-758
2-alkenal,activity,1,15,,,9,9-759
2-alkenal,cl:28943,1,15,,,9,9-760
2-alkenal,incl,1,15,,,9,9-761
2-alkenal,mixed,1,15,,,9,9-762
2-alkenal,motif-containing,1,15,,,9,9-763
2-alkenal,nad,1,15,,,9,9-764
2-alkenal,p,1,15,,,9,9-765
2-alkenal,protein,1,15,,,9,9-766
2-alkenal,reductase,1,15,,,9,9-767
2-alkenal,ylp,1,15,,,9,9-768
2-beta,cl:16939,1,15,,,9,9-769
2-beta,incl,1,15,,,9,9-770
2-beta,kinase,1,15,,,9,9-771
2-beta,leupaxin,1,15,,,9,9-772
2-beta,mixed,1,15,,,9,9-773
2-beta,paxillin,1,15,,,9,9-774
2-beta,protein-tyrosine,1,15,,,9,9-775
2-beta,tgfb1i1,1,15,,,9,9-776
2-deoxyribosyltransferase,benign,1,15,,,9,9-777
2-deoxyribosyltransferase,cl:36370,1,15,,,9,9-778
2-deoxyribosyltransferase,incl,1,15,,,9,9-779
2-deoxyribosyltransferase,maxillary,1,15,,,9,9-780
2-deoxyribosyltransferase,mixed,1,15,,,9,9-781
2-deoxyribosyltransferase,neoplasm,1,15,,,9,9-782
2-deoxyribosyltransferase,nucleoside,1,15,,,9,9-783
2-deoxyribosyltransferase,sinus,1,15,,,9,9-784
2-dipalmitoylphosphatidylcholine,a2,1,15,,,9,9-785
2-dipalmitoylphosphatidylcholine,activity,1,15,,,9,9-786
2-dipalmitoylphosphatidylcholine,cl:14436,1,15,,,9,9-787
2-dipalmitoylphosphatidylcholine,consuming,1,15,,,9,9-788
2-dipalmitoylphosphatidylcholine,laurence-moon,1,15,,,9,9-789
2-dipalmitoylphosphatidylcholine,phospholipase,1,15,,,9,9-790
2-dipalmitoylphosphatidylcholine,syndrome,1,15,,,9,9-791
2-like,2a,1,15,,,9,9-792
2-like,a,4,15,,,9,9-793
2-like,c2,1,15,,,9,9-794
2-like,ccdc144c,3,15,,,9,9-795
2-like,cl:15551,1,15,,,9,9-796
2-like,cl:15561,1,15,,,9,9-797
2-like,cl:29064,1,15,,,9,9-798
2-like,cl:29195,1,15,,,9,9-799
2-like,cl:29196,1,15,,,9,9-800
2-like,cl:29197,1,15,,,9,9-801
2-like,cl:37892,1,15,,,9,9-802
2-like,coiled-coil,3,15,,,9,9-803
2-like,domain-containing,1,15,,,9,9-804
2-like,golgin,4,15,,,9,9-805
2-like,hemochromatosis,1,15,,,9,9-806
2-like,incl,7,15,,,9,9-807
2-like,ion,1,15,,,9,9-808
2-like,magnesium,1,15,,,9,9-809
2-like,member,4,15,,,9,9-810
2-like,mixed,5,15,,,9,9-811
2-like,mls,1,15,,,9,9-812
2-like,mostly,2,15,,,9,9-813
2-like,nedd4-binding,2,15,,,9,9-814
2-like,polyadenylate-binding,1,15,,,9,9-815
2-like,protein,7,15,,,9,9-816
2-like,protein-interacting,1,15,,,9,9-817
2-like,putative,4,15,,,9,9-818
2-like,region,3,15,,,9,9-819
2-like,subfamily,4,15,,,9,9-820
2-like,syndrome,1,15,,,9,9-821
2-like,transmembrane,1,15,,,9,9-822
2-like,transport,1,15,,,9,9-823
2-like,type,1,15,,,9,9-824
2-like,uncharacterized,2,15,,,9,9-825
2-o-methylation,3-methylcrotonyl-coa,1,15,,,9,9-826
2-o-methylation,carboxylase,1,15,,,9,9-827
2-o-methylation,cl:1242,1,15,,,9,9-828
2-o-methylation,cl:25558,1,15,,,9,9-829
2-o-methylation,deficiency,1,15,,,9,9-830
2-o-methylation,incl,1,15,,,9,9-831
2-o-methylation,mirna,1,15,,,9,9-832
2-o-methylation,mixed,1,15,,,9,9-833
2-o-methylation,protein,1,15,,,9,9-834
2-o-methylation,rrna,1,15,,,9,9-835
2-o-methylation,transmembrane,1,15,,,9,9-836
2-oxobutyrate,biosynthetic,1,15,,,9,9-837
2-oxobutyrate,cl:15657,1,15,,,9,9-838
2-oxobutyrate,incl,1,15,,,9,9-839
2-oxobutyrate,mixed,1,15,,,9,9-840
2-oxobutyrate,process,1,15,,,9,9-841
2-oxobutyrate,ring-ubox,1,15,,,9,9-842
2-oxobutyrate,rnf37,1,15,,,9,9-843
2-snap-25-syntaxin-1a-complexin,cl:8164,1,15,,,9,9-844
2-snap-25-syntaxin-1a-complexin,complex,1,15,,,9,9-845
2-snap-25-syntaxin-1a-complexin,i,1,15,,,9,9-846
2-snap-25-syntaxin-1a-complexin,synaptobrevin,1,15,,,9,9-847
22q11,cl:11281,1,15,,,9,9-848
22q11,cl:11382,1,15,,,9,9-849
22q11,copy,2,15,,,9,9-850
22q11,critical,1,15,,,9,9-851
22q11,cytoskeleton,1,15,,,9,9-852
22q11,dgcr6,1,15,,,9,9-853
22q11,digeorge,1,15,,,9,9-854
22q11,incl,1,15,,,9,9-855
22q11,mixed,1,15,,,9,9-856
22q11,number,2,15,,,9,9-857
22q11,protein,1,15,,,9,9-858
22q11,region,1,15,,,9,9-859
22q11,septin,1,15,,,9,9-860
22q11,syndrome,2,15,,,9,9-861
22q11,variation,2,15,,,9,9-862
26s,cl:2750,1,15,,,9,9-863
26s,lid,1,15,,,9,9-864
26s,non-atpase,1,15,,,9,9-865
26s,particle,1,15,,,9,9-866
26s,proteasome,1,15,,,9,9-867
26s,regulatory,1,15,,,9,9-868
26s,subcomplex,1,15,,,9,9-869
26s,subunit,1,15,,,9,9-870
28kda,acid-stable,1,15,,,9,9-871
28kda,cl:29562,1,15,,,9,9-872
28kda,heat-,1,15,,,9,9-873
28kda,incl,1,15,,,9,9-874
28kda,mixed,1,15,,,9,9-875
28kda,phosphoprotein,1,15,,,9,9-876
28kda,stathmin-3,1,15,,,9,9-877
29-like,base,1,15,,,9,9-878
29-like,cl:27248,1,15,,,9,9-879
29-like,formation,1,15,,,9,9-880
29-like,incl,1,15,,,9,9-881
29-like,mixed,1,15,,,9,9-882
29-like,proline-rich,1,15,,,9,9-883
29-like,protein,1,15,,,9,9-884
29-like,wyosine,1,15,,,9,9-885
2a,cl:31299,1,15,,,9,9-886
2a,cl:34426,1,15,,,9,9-887
2a,cl:37892,1,15,,,9,9-888
2a,cl:7506,1,15,,,9,9-889
2a,cl:7509,1,15,,,9,9-890
2a,cl:7510,1,15,,,9,9-891
2a,cl:7513,1,15,,,9,9-892
2a,complex,4,15,,,9,9-893
2a,cysts,1,15,,,9,9-894
2a,dip2-like,1,15,,,9,9-895
2a,domain,1,15,,,9,9-896
2a,hemochromatosis,2,15,,,9,9-897
2a,incl,3,15,,,9,9-898
2a,leukoencephalopathy,1,15,,,9,9-899
2a,megalencephalic,1,15,,,9,9-900
2a,mixed,3,15,,,9,9-901
2a,olfactomedin-like,1,15,,,9,9-902
2a,phosphatase,4,15,,,9,9-903
2a,polyadenylate-binding,1,15,,,9,9-904
2a,protein,6,15,,,9,9-905
2a,protein-interacting,1,15,,,9,9-906
2a,subcortical,1,15,,,9,9-907
2a,type,6,15,,,9,9-908
2a,with,1,15,,,9,9-909
2ag1,cl:37428,1,15,,,9,9-910
2ag1,incl,1,15,,,9,9-911
2ag1,leishmanolysin,1,15,,,9,9-912
2ag1,mostly,1,15,,,9,9-913
2ag1,olfactory,1,15,,,9,9-914
2ag1,receptor,1,15,,,9,9-915
2ag1,uncharacterized,1,15,,,9,9-916
2b,alpha,1,15,,,9,9-917
2b,charcot-marie-tooth,1,15,,,9,9-918
2b,cl:15881,1,15,,,9,9-919
2b,cl:27247,1,15,,,9,9-920
2b,cl:27261,1,15,,,9,9-921
2b,cl:30423,1,15,,,9,9-922
2b,cl:8575,1,15,,,9,9-923
2b,coronin,2,15,,,9,9-924
2b,disease,1,15,,,9,9-925
2b,endocrine,1,15,,,9,9-926
2b,gdnf,1,15,,,9,9-927
2b,incl,3,15,,,9,9-928
2b,major,2,15,,,9,9-929
2b,mixed,2,15,,,9,9-930
2b,mostly,1,15,,,9,9-931
2b,multiple,1,15,,,9,9-932
2b,neoplasia,1,15,,,9,9-933
2b,olfactomedin-like,1,15,,,9,9-934
2b,protein,1,15,,,9,9-935
2b,protrudin,1,15,,,9,9-936
2b,receptor,1,15,,,9,9-937
2b,tmem108,1,15,,,9,9-938
2b,type,2,15,,,9,9-939
2b,uncharacterized,1,15,,,9,9-940
2b,variola,2,15,,,9,9-941
2c,activity,1,15,,,9,9-942
2c,atpase,1,15,,,9,9-943
2c,calcium-transporting,1,15,,,9,9-944
2c,cl:28073,1,15,,,9,9-945
2c,cl:7771,1,15,,,9,9-946
2c,dehydrogenase,1,15,,,9,9-947
2c,dyslexia,1,15,,,9,9-948
2c,member,1,15,,,9,9-949
2c,of,1,15,,,9,9-950
2c,phosphatase,1,15,,,9,9-951
2c,positive,1,15,,,9,9-952
2c,protein,1,15,,,9,9-953
2c,pyruvate,1,15,,,9,9-954
2c,regulation,1,15,,,9,9-955
2c,type,1,15,,,9,9-956
2d,anticodon-binding,1,15,,,9,9-957
2d,charcot-marie-tooth,2,15,,,9,9-958
2d,cl:619,1,15,,,9,9-959
2d,cl:622,1,15,,,9,9-960
2d,disease,2,15,,,9,9-961
2d,domain,1,15,,,9,9-962
2d,n-terminal,1,15,,,9,9-963
2d,seryl-trna,1,15,,,9,9-964
2d,synthetase,1,15,,,9,9-965
2d,type,2,15,,,9,9-966
2g3,cl:36204,1,15,,,9,9-967
2g3,keratin-associated,1,15,,,9,9-968
2g3,olfactory,1,15,,,9,9-969
2g3,protein,1,15,,,9,9-970
2g3,receptor,1,15,,,9,9-971
2h,autosomal,2,15,,,9,9-972
2h,b-box,2,15,,,9,9-973
2h,c-terminal,2,15,,,9,9-974
2h,cl:28528,1,15,,,9,9-975
2h,cl:28530,1,15,,,9,9-976
2h,domain,2,15,,,9,9-977
2h,dystrophy,2,15,,,9,9-978
2h,incl,2,15,,,9,9-979
2h,limb-girdle,2,15,,,9,9-980
2h,mixed,2,15,,,9,9-981
2h,muscular,2,15,,,9,9-982
2h,recessive,2,15,,,9,9-983
2h,type,2,15,,,9,9-984
2og-fe,alkb,1,15,,,9,9-985
2og-fe,alpha-ketoglutarate-dependent,1,15,,,9,9-986
2og-fe,cl:2583,1,15,,,9,9-987
2og-fe,dioxygenase,1,15,,,9,9-988
2og-fe,homologue,1,15,,,9,9-989
2og-fe,ii,1,15,,,9,9-990
2og-fe,oxygenase,1,15,,,9,9-991
2og-fe,superfamily,1,15,,,9,9-992
2z,axonal,1,15,,,9,9-993
2z,charcot-marie-tooth,1,15,,,9,9-994
2z,cl:7407,1,15,,,9,9-995
2z,disease,1,15,,,9,9-996
2z,heterochromatin,1,15,,,9,9-997
2z,localization,1,15,,,9,9-998
2z,protein,1,15,,,9,9-999
2z,to,1,15,,,9,9-1000
2z,type,1,15,,,9,9-1001
3-1,6-alpha-mannosidase,1,15,,,9,9-1002
3-1,activity,1,15,,,9,9-1003
3-1,cis-golgi,1,15,,,9,9-1004
3-1,cl:27536,1,15,,,9,9-1005
3-1,elongation,1,15,,,9,9-1006
3-1,in,1,15,,,9,9-1007
3-1,mannosyl-oligosaccharide,1,15,,,9,9-1008
3-1,n-glycan,1,15,,,9,9-1009
3-1,trimming,1,15,,,9,9-1010
3-9,cl:4787,1,15,,,9,9-1011
3-9,domain,1,15,,,9,9-1012
3-9,enhancer-of-zeste,1,15,,,9,9-1013
3-9,set,1,15,,,9,9-1014
3-9,su,1,15,,,9,9-1015
3-9,trithorax,1,15,,,9,9-1016
3-9,var,1,15,,,9,9-1017
3-beta,cl:31632,1,15,,,9,9-1018
3-beta,dehydrogenase,1,15,,,9,9-1019
3-beta,hydroxysteroid,1,15,,,9,9-1020
3-beta,incl,1,15,,,9,9-1021
3-beta,isomerase,1,15,,,9,9-1022
3-beta,mixed,1,15,,,9,9-1023
3-beta,nadh,1,15,,,9,9-1024
3-beta,ndufa12,1,15,,,9,9-1025
3-beta,oxidoreductase,1,15,,,9,9-1026
3-beta,subunit,1,15,,,9,9-1027
3-beta,ubiquinone,1,15,,,9,9-1028
3-beta-galactosyltransferase,adhesion,1,15,,,9,9-1029
3-beta-galactosyltransferase,cell,1,15,,,9,9-1030
3-beta-galactosyltransferase,cl:27413,1,15,,,9,9-1031
3-beta-galactosyltransferase,glycoprotein-n-acetylgalactosamine,1,15,,,9,9-1032
3-beta-galactosyltransferase,incl,1,15,,,9,9-1033
3-beta-galactosyltransferase,mixed,1,15,,,9,9-1034
3-beta-galactosyltransferase,molecule,1,15,,,9,9-1035
3-beta-galactosyltransferase,production,1,15,,,9,9-1036
3-end,a,2,15,,,9,9-1037
3-end,binding,2,15,,,9,9-1038
3-end,by,2,15,,,9,9-1039
3-end,central,1,15,,,9,9-1040
3-end,cl:1441,1,15,,,9,9-1041
3-end,cl:1597,1,15,,,9,9-1042
3-end,cl:2246,1,15,,,9,9-1043
3-end,cl:2248,1,15,,,9,9-1044
3-end,cleavage,2,15,,,9,9-1045
3-end,domain,3,15,,,9,9-1046
3-end,incl,1,15,,,9,9-1047
3-end,k,1,15,,,9,9-1048
3-end,locked-in,1,15,,,9,9-1049
3-end,mif4g,1,15,,,9,9-1050
3-end,mixed,1,15,,,9,9-1051
3-end,motif,1,15,,,9,9-1052
3-end,mrna,4,15,,,9,9-1053
3-end,poly,1,15,,,9,9-1054
3-end,polymerase,1,15,,,9,9-1055
3-end,processing,4,15,,,9,9-1056
3-end,rbd,1,15,,,9,9-1057
3-end,recognition,1,15,,,9,9-1058
3-end,rna,1,15,,,9,9-1059
3-end,rnp,1,15,,,9,9-1060
3-end,rrm,1,15,,,9,9-1061
3-end,stem-loop,2,15,,,9,9-1062
3-end,syndrome,1,15,,,9,9-1063
3-epimerase,cl:11633,1,15,,,9,9-1064
3-epimerase,d-ribose,1,15,,,9,9-1065
3-epimerase,metabolic,1,15,,,9,9-1066
3-epimerase,process,1,15,,,9,9-1067
3-epimerase,ribulose-phosphate,1,15,,,9,9-1068
3-kinase,abd,1,15,,,9,9-1069
3-kinase,adaptor-binding,1,15,,,9,9-1070
3-kinase,autophagy-related,1,15,,,9,9-1071
3-kinase,cl:16044,1,15,,,9,9-1072
3-kinase,cl:9367,1,15,,,9,9-1073
3-kinase,class,1,15,,,9,9-1074
3-kinase,complex,1,15,,,9,9-1075
3-kinase,domain,1,15,,,9,9-1076
3-kinase,i,1,15,,,9,9-1077
3-kinase,iii,1,15,,,9,9-1078
3-kinase,inter-sh2,1,15,,,9,9-1079
3-kinase,p85,1,15,,,9,9-1080
3-kinase,phosphatidylinositol,2,15,,,9,9-1081
3-kinase,pi3k,1,15,,,9,9-1082
3-kinase,sorting,1,15,,,9,9-1083
3-kinase,subunit,2,15,,,9,9-1084
3-kinase,type,1,15,,,9,9-1085
3-kinase,vacuolar,1,15,,,9,9-1086
3-m,cl:6811,1,15,,,9,9-1087
3-m,cl:6881,1,15,,,9,9-1088
3-m,complex,1,15,,,9,9-1089
3-m,cul3-ring,1,15,,,9,9-1090
3-m,cullin-9,1,15,,,9,9-1091
3-m,ligase,1,15,,,9,9-1092
3-m,syndrome,2,15,,,9,9-1093
3-m,ubiquitin,1,15,,,9,9-1094
3-methylcrotonyl-coa,carboxylase,1,15,,,9,9-1095
3-methylcrotonyl-coa,cl:1242,1,15,,,9,9-1096
3-methylcrotonyl-coa,deficiency,1,15,,,9,9-1097
3-methylcrotonyl-coa,rrna,1,15,,,9,9-1098
3-oxo-behenoyl-coa,activity,1,15,,,9,9-1099
3-oxo-behenoyl-coa,cl:14210,1,15,,,9,9-1100
3-oxo-behenoyl-coa,phosphatase-like,1,15,,,9,9-1101
3-oxo-behenoyl-coa,protein-tyrosine,1,15,,,9,9-1102
3-oxo-behenoyl-coa,ptpla,1,15,,,9,9-1103
3-oxo-behenoyl-coa,reductase,1,15,,,9,9-1104
3-oxoacyl-,acid,1,15,,,9,9-1105
3-oxoacyl-,activity,1,15,,,9,9-1106
3-oxoacyl-,acyl-carrier-protein,1,15,,,9,9-1107
3-oxoacyl-,cl:12148,1,15,,,9,9-1108
3-oxoacyl-,fatty,1,15,,,9,9-1109
3-oxoacyl-,mitochondrial,1,15,,,9,9-1110
3-oxoacyl-,nadh,1,15,,,9,9-1111
3-oxoacyl-,pathway,1,15,,,9,9-1112
3-oxoacyl-,reductase,1,15,,,9,9-1113
3-oxoacyl-,synthesis,1,15,,,9,9-1114
3-phosphatidyltransferase,activity,1,15,,,9,9-1115
3-phosphatidyltransferase,biosynthetic,1,15,,,9,9-1116
3-phosphatidyltransferase,cdp-diacylglycerol-inositol,1,15,,,9,9-1117
3-phosphatidyltransferase,cl:14409,1,15,,,9,9-1118
3-phosphatidyltransferase,phosphatidylglycerol,1,15,,,9,9-1119
3-phosphatidyltransferase,process,1,15,,,9,9-1120
3-sulfotransferase,activity,2,15,,,9,9-1121
3-sulfotransferase,cl:12894,1,15,,,9,9-1122
3-sulfotransferase,cl:27727,1,15,,,9,9-1123
3-sulfotransferase,deiodinase,1,15,,,9,9-1124
3-sulfotransferase,flavonol,1,15,,,9,9-1125
3-sulfotransferase,heparan,1,15,,,9,9-1126
3-sulfotransferase,i,1,15,,,9,9-1127
3-sulfotransferase,iii,1,15,,,9,9-1128
3-sulfotransferase,iodothyronine,1,15,,,9,9-1129
3-sulfotransferase,sulfate,1,15,,,9,9-1130
3-sulfotransferase,syndecan,1,15,,,9,9-1131
3-terminal,addition,1,15,,,9,9-1132
3-terminal,cca,1,15,,,9,9-1133
3-terminal,cell,1,15,,,9,9-1134
3-terminal,cl:25968,1,15,,,9,9-1135
3-terminal,incl,1,15,,,9,9-1136
3-terminal,killer,1,15,,,9,9-1137
3-terminal,mixed,1,15,,,9,9-1138
3-terminal,natural,1,15,,,9,9-1139
3-terminal,proliferation,1,15,,,9,9-1140
3-terminal,trna,1,15,,,9,9-1141
32b,cl:18888,1,15,,,9,9-1142
32b,dacryoadenitis,1,15,,,9,9-1143
32b,immunodeficiency,1,15,,,9,9-1144
32b,incl,1,15,,,9,9-1145
32b,mixed,1,15,,,9,9-1146
35-cyclic,cl:24026,1,15,,,9,9-1147
35-cyclic,cyclase,1,15,,,9,9-1148
35-cyclic,guanylate,1,15,,,9,9-1149
35-cyclic,n-terminal,1,15,,,9,9-1150
35-cyclic,nitric,1,15,,,9,9-1151
35-cyclic,nucleotide,1,15,,,9,9-1152
35-cyclic,oxide,1,15,,,9,9-1153
35-cyclic,phosphodiesterase,1,15,,,9,9-1154
35-cyclic,stimulates,1,15,,,9,9-1155
3mc,cl:29634,1,15,,,9,9-1156
3mc,incl,1,15,,,9,9-1157
3mc,mixed,1,15,,,9,9-1158
3mc,nucleoredoxin-like,1,15,,,9,9-1159
3mc,protein,1,15,,,9,9-1160
3mc,syndrome,1,15,,,9,9-1161
3p,chiasmata,1,15,,,9,9-1162
3p,cl:11359,1,15,,,9,9-1163
3p,deletion,1,15,,,9,9-1164
3p,in,1,15,,,9,9-1165
3p,incl,1,15,,,9,9-1166
3p,mixed,1,15,,,9,9-1167
3p,ortholog,1,15,,,9,9-1168
3p,protein,1,15,,,9,9-1169
3p,shortage,1,15,,,9,9-1170
3p,syndrome,1,15,,,9,9-1171
4-beta-n-acetylgalactosaminyltransferase,4-o-sulfotransferase,1,15,,,9,9-1172
4-beta-n-acetylgalactosaminyltransferase,activity,4,15,,,9,9-1173
4-beta-n-acetylgalactosaminyltransferase,cd225,2,15,,,9,9-1174
4-beta-n-acetylgalactosaminyltransferase,cl:24990,1,15,,,9,9-1175
4-beta-n-acetylgalactosaminyltransferase,cl:24991,1,15,,,9,9-1176
4-beta-n-acetylgalactosaminyltransferase,cl:25007,1,15,,,9,9-1177
4-beta-n-acetylgalactosaminyltransferase,cl:27743,1,15,,,9,9-1178
4-beta-n-acetylgalactosaminyltransferase,dispanin,2,15,,,9,9-1179
4-beta-n-acetylgalactosaminyltransferase,glucuronosyl-n-acetylgalactosaminyl-proteoglycan,1,15,,,9,9-1180
4-beta-n-acetylgalactosaminyltransferase,incl,2,15,,,9,9-1181
4-beta-n-acetylgalactosaminyltransferase,mixed,2,15,,,9,9-1182
4-beta-n-acetylgalactosaminyltransferase,n-acetyl-beta-glucosaminyl-glycoprotein,3,15,,,9,9-1183
4-beta-n-acetylgalactosaminyltransferase,n-acetylgalactosamine,1,15,,,9,9-1184
4-bisphosphate,4-phosphatase,2,15,,,9,9-1185
4-bisphosphate,activity,1,15,,,9,9-1186
4-bisphosphate,catabolic,1,15,,,9,9-1187
4-bisphosphate,cl:9636,1,15,,,9,9-1188
4-bisphosphate,cl:9650,1,15,,,9,9-1189
4-bisphosphate,inositol,2,15,,,9,9-1190
4-bisphosphate,monophosphate,1,15,,,9,9-1191
4-bisphosphate,phosphatase,1,15,,,9,9-1192
4-bisphosphate,phosphatidylinositol,2,15,,,9,9-1193
4-bisphosphate,process,1,15,,,9,9-1194
4-desaturase,activity,1,15,,,9,9-1195
4-desaturase,all-trans-retinol,1,15,,,9,9-1196
4-desaturase,cl:12935,1,15,,,9,9-1197
4-desaturase,incl,1,15,,,9,9-1198
4-desaturase,mixed,1,15,,,9,9-1199
4-dihydroxylase,cl:7110,1,15,,,9,9-1200
4-dihydroxylase,domain,1,15,,,9,9-1201
4-dihydroxylase,hspb1-associated,1,15,,,9,9-1202
4-dihydroxylase,incl,1,15,,,9,9-1203
4-dihydroxylase,mixed,1,15,,,9,9-1204
4-dihydroxylase,n-terminal,1,15,,,9,9-1205
4-dihydroxylase,ofd1,1,15,,,9,9-1206
4-dihydroxylase,prolyl,1,15,,,9,9-1207
4-dihydroxylase,protein,1,15,,,9,9-1208
4-dihydroxylase,tpa1,1,15,,,9,9-1209
4-domains,a,3,15,,,9,9-1210
4-domains,b,1,15,,,9,9-1211
4-domains,binding,1,15,,,9,9-1212
4-domains,cl:19633,1,15,,,9,9-1213
4-domains,cl:19663,1,15,,,9,9-1214
4-domains,cl:33435,1,15,,,9,9-1215
4-domains,class,1,15,,,9,9-1216
4-domains,gene,1,15,,,9,9-1217
4-domains,i,1,15,,,9,9-1218
4-domains,incl,2,15,,,9,9-1219
4-domains,member,1,15,,,9,9-1220
4-domains,membrane-spanning,3,15,,,9,9-1221
4-domains,mhc,1,15,,,9,9-1222
4-domains,mixed,2,15,,,9,9-1223
4-domains,pituitary,1,15,,,9,9-1224
4-domains,protein,3,15,,,9,9-1225
4-domains,protein-interacting,1,15,,,9,9-1226
4-domains,subfamily,3,15,,,9,9-1227
4-domains,transmembrane,1,15,,,9,9-1228
4-domains,tumor-transforming,1,15,,,9,9-1229
4-hydroxylase,acid,2,15,,,9,9-1230
4-hydroxylase,activity,2,15,,,9,9-1231
4-hydroxylase,alpha,1,15,,,9,9-1232
4-hydroxylase,androstane,1,15,,,9,9-1233
4-hydroxylase,cl:12706,1,15,,,9,9-1234
4-hydroxylase,cl:12738,1,15,,,9,9-1235
4-hydroxylase,cl:7100,1,15,,,9,9-1236
4-hydroxylase,constitutive,1,15,,,9,9-1237
4-hydroxylase,cupin,1,15,,,9,9-1238
4-hydroxylase,flavone,1,15,,,9,9-1239
4-hydroxylase,homologues,1,15,,,9,9-1240
4-hydroxylase,metabolic,1,15,,,9,9-1241
4-hydroxylase,pathway,1,15,,,9,9-1242
